SG_SG,SG_PL,PL_SG,PL_PL,sent
-16.111903706140357,-14.442396870175452,-15.987757561403505,-13.987159298245624,national
-13.692600285526321,-12.161709111842114,-16.449295554824552,-14.288964358333335,nationalist
-11.771790067982455,-10.846688557456135,-13.174386385964912,-10.773751902631586,native
-14.569022506578953,-13.540764021052626,-13.037341478070188,-10.665310582456137,natural
-12.397195547368426,-14.16386460307018,-12.376563322368412,-9.880533071052632,navigator
-13.322802819298253,-12.37901802719298,-15.280719175438596,-12.540078631578947,nazi
-11.2140528372807,-13.170898609649116,-13.928678446052619,-11.739487137280712,neighbor
-10.595325512280713,-10.499663928947374,-12.341659794736831,-9.376000958333332,neighbour
-10.715506496052626,-10.178391001754386,-12.138978182894745,-9.56260767763158,nerd
-10.18822828596491,-10.018542743421062,-12.788045660087723,-10.442140141228077,nestling
-11.111540422368428,-12.655968774122801,-12.892799436403502,-10.886566368859656,newsman
-12.930597907017539,-14.23286087499998,-13.412580774122796,-11.106861122807011,novice
-9.685303675438597,-11.2534975877193,-12.816966059210515,-9.945005404824565,objector
-11.001144546929819,-11.287653363157899,-13.195347313596491,-10.700443328070174,observer
-14.064651960526321,-12.748957844736841,-13.288679076754384,-11.154762628070172,occult
-12.37170749517542,-11.410281349999995,-13.254843166666662,-10.412653206578947,occultist
-11.525594136403505,-10.493738730263155,-12.994937085526324,-10.829620534210525,oddball
-10.164552943859656,-11.919746887719295,-12.887344106578945,-10.194723291228062,offender
-13.766830127192982,-12.54146866140351,-13.673073925438596,-11.28451246096491,official
-10.624874392982457,-10.233991496052626,-12.854761877631585,-9.709324178947384,offspring
-10.061499068421053,-10.281912612719292,-16.385428912280716,-14.428019381578936,oiler
-10.143954382456133,-11.7242579618421,-12.800597214912285,-9.882701388596491,opener
-11.128261401754386,-13.43580791885966,-13.22186055701755,-10.712730030263156,operator
-11.768366148684207,-13.928884848684206,-14.085759002192994,-12.230905293421054,opponent
-12.918845000438585,-11.685123134210516,-12.825253098684216,-9.931276654385968,opposite
-12.515467738157891,-12.546071639035091,-14.576470013157895,-12.409245269736845,opposition
-9.26305483552632,-12.316438364473688,-12.66003677149123,-9.618342239035087,organism
-10.401811871491224,-10.625199210526317,-12.546949967105274,-10.212405123684206,originator
-12.051669983333342,-11.365020193421055,-12.615659302193,-9.677126164035082,orphan
-12.7826898364035,-12.202884291666667,-13.623740603070186,-11.154137217105264,outdoorsman
-10.84653587982455,-12.4891963640351,-12.969093528508775,-10.350705149122804,outsider
-11.380950022368415,-13.223347140350885,-15.044116399122801,-13.086016934649127,owner
-12.147888462719305,-10.96225151359649,-12.6323944622807,-9.710967523684207,pagan
-15.727509548245598,-14.830797824561396,-12.519745846491231,-10.3972350508772,pal
-11.58757087061404,-10.563082949122807,-11.729371510087722,-9.263183541228068,pansy
-9.896861301315802,-12.854048370175448,-12.698693364473689,-9.471282202192992,parasite
-11.82219682938597,-10.89102907499999,-13.500180883771932,-11.177131687719287,parent
-12.247882145614026,-11.253156585964906,-13.024713344298256,-10.402512449122804,parliamentarian
-10.898527591666673,-10.595838837280708,-12.297113232456141,-9.223663025877183,parrot
-10.058526105701755,-12.363096167543864,-12.964245052631581,-10.324768854385972,participant
-13.942207464035098,-12.744057400877194,-15.755081467105258,-13.450244539912289,partisan
-10.166043053947377,-12.060351833771925,-14.024238403508761,-11.616793817982467,partner
-13.102217375877187,-14.042506370614026,-13.614011372806996,-11.416242877192984,party
-10.787413509210529,-10.92269029780702,-13.686691640350881,-11.638444871491233,pasha
-11.076988043421057,-12.247004534210525,-13.993898043859653,-12.062675305263136,passenger
-12.794881309649115,-13.900545910087716,-15.952598359649127,-13.97605688157894,passer
-10.589972339035075,-12.96871530701755,-13.013170671052636,-10.457276464473685,patient
-12.275722695614038,-11.206804272368425,-13.492284432017545,-11.410917724561406,patrician
-15.812467857456118,-14.118107864912288,-16.573647901315784,-13.705896500877206,patriot
-9.833027529824555,-10.61064892631579,-12.836708702192984,-10.015727481140367,payer
-13.06803505526316,-12.149988346052634,-13.398744817982454,-11.33820737061404,pedestrian
-11.024595178947363,-11.19439403245615,-12.80599964035089,-10.128752815789463,peer
-11.753998231140358,-10.677772620614038,-13.652946046052639,-10.653642646052631,perfectionist
-9.572746119298248,-12.673547870614033,-12.798863228508766,-10.166024911403518,performer
-10.693883396929824,-12.813106127192981,-13.130951114035089,-11.044598068859651,person
-10.028415420614044,-10.607880246491234,-12.429475371491227,-9.66703536666666,personage
